osm_id,name,description,category,amenity_type,access,capacity,rating,latitude,longitude
n3200047481,IHOP,,restaurant,restaurant,,,,38.8693069,-77.1737885
n3200062073,Chipotle,,fast_food,fast_food,,,,38.7790974,-77.1897511
n3200080497,Falls Church Farmers Market,Takes place on local government building grounds,marketplace,marketplace,,,,38.8854934,-77.1725389
n3200090025,Westover Farmers Market,,marketplace,marketplace,,,,38.8859258,-77.1418875
n3200095818,Mosaic Central Farm Market,Farmers market,marketplace,marketplace,,,,38.8699807,-77.2309664
n3200104278,Kingstowne Farmers Market,"Uncertain of exact location in parking lot, Private business parking lot",marketplace,marketplace,,,,38.7708145,-77.1382104
n3200108384,Smart Markets Lorton,,marketplace,marketplace,,,,38.7175877,-77.2640277
n3200110272,Wakefield Farmers Market,,marketplace,marketplace,,,,38.8135426,-77.22479
n3200111574,Oak Marr,seasonal farmers market,marketplace,marketplace,,,,38.8771335,-77.3146415
n3200120834,FreshFarm Oakton,,marketplace,marketplace,,,,38.8805793,-77.3011056
n3200125253,West End Farmer's Market,At Brenman Park Drive Park Entrance,marketplace,marketplace,,,,38.8090453,-77.1162506
n3200129059,Vienna Saturday Farmers' Market,,marketplace,marketplace,,,,38.9004542,-77.2597037
n3200158320,Arlington Farmer's Market,Adjacent to Courthouse Parking Lot.,marketplace,marketplace,,,,38.8898326,-77.0845728
n3200174426,Ballston FRESHFARM,Entrance on Stuart street. Parking in Ballston Mall if needed.,marketplace,marketplace,,,,38.8813205,-77.1119681
n3200208879,Foster's Grill,,restaurant,restaurant,,,,38.9002437,-77.2661312
n3200219192,Panera Bread,,fast_food,fast_food,,,,38.9004298,-77.2663555
n3201094819,TD Bank,,bank,bank,,,,38.9054255,-77.2611847
n3201096936,Truist,,bank,bank,,,,38.9081256,-77.2559776
n3211881690,Bank of America,,bank,bank,,,,38.841906,-77.2722841
n3211881694,Apple Federal Credit Union,,bank,bank,,,,38.8418839,-77.2813126
n3223456765,Truist,,bank,bank,,,,38.683412,-77.3173626
n3223456770,Jerry's Subs,,fast_food,fast_food,,,,38.682455,-77.3188434
n3223456772,Pizza Hut Delivery,,fast_food,fast_food,,,,38.6825449,-77.3189661
n3223456848,One Hanson Pharmacy,,pharmacy,pharmacy,,,,38.6829087,-77.3185393
n3223456852,Brittany’s Sports Bar,,bar,bar,,,,38.683647,-77.317721
n3223456858,Cornerstone Christian,,place_of_worship,place_of_worship,,,,38.6851064,-77.3178105
n3223456859,"Dr. Marvette Thomas, DDS",,dentist,dentist,,,,38.6850854,-77.3175628
n3223456867,Huntington Learning Cente,,prep_school,prep_school,,,,38.684822,-77.3168107
n3223456874,"Dr. Marvette Thomas, DDS",,dentist,dentist,,,,38.6835145,-77.3191161
n3223456875,House of Chou Chinese Restaurant,,restaurant,restaurant,,,,38.683597,-77.3190724
n3223456876,Take Kwon Do College,,dojo,dojo,,,,38.6837018,-77.3189951
n3223456877,Ariang Hibachi Steak House,,restaurant,restaurant,,,,38.683787,-77.318944
n3223475950,Pizza Gourmet,,restaurant,restaurant,,,,38.686674,-77.311628
n3223475954,Hunan Garden Chinese Restaurant,,restaurant,restaurant,,,,38.6864342,-77.3115877
n3223475955,Panera Bread,,fast_food,fast_food,,,,38.6746508,-77.3356253
n3223475956,Smoothie King,,fast_food,fast_food,,,,38.674648,-77.335524
n3223475960,Empire Chinese Restaurant,,restaurant,restaurant,,,,38.674596,-77.334301
n3223475963,The UPS Store,,post_office,post_office,,,,38.6745942,-77.3340963
n3223475967,Kung Fu Tea,,cafe,cafe,,,,38.674569,-77.333615
n3223475968,Double Portion Spirited Ministries,,place_of_worship,place_of_worship,,,,38.6749243,-77.3340096
n3223475971,Subway,,fast_food,fast_food,,,,38.6745472,-77.3333212
n3223475972,Los Toltecos Mexican Restaurante,,restaurant,restaurant,,,,38.6745569,-77.3332044
n3223475973,Presto! Pizza,,restaurant,restaurant,,,,38.674295,-77.333055
n3223475974,Siam Bistro,,restaurant,restaurant,,,,38.674266,-77.333025
n3223475977,Five Guys,,fast_food,fast_food,,,,38.6740876,-77.3328069
n3235276384,Sweet Leaf Community Cafe,,cafe,cafe,yes,,,38.8790313,-77.1078631
n3235482077,Super Pollo,,restaurant,restaurant,yes,,,38.8778972,-77.1079837
n3237952088,Ozzies,,restaurant,restaurant,,,,38.8584233,-77.355353
n3237952093,Chipotle,,fast_food,fast_food,,,,38.8576756,-77.3574612
n3237953371,Potbelly,,fast_food,fast_food,,,,38.8586738,-77.3561761
n3237953677,California Pizza Kitchen,,restaurant,restaurant,,,,38.8584735,-77.357075
n3240621043,Subway,,fast_food,fast_food,,,,38.801183,-77.069144
n3258250899,Peet's Coffee,,cafe,cafe,,,,38.8576569,-77.3580277
n3266398236,Sunoco,,fuel,fuel,,,,38.9195488,-77.2253702
n3266398238,Gulf,,fuel,fuel,,,,38.9196632,-77.2247351
n3266398239,Sunoco,,fuel,fuel,,,,38.9526802,-77.2266768
n3266398240,Exxon,,fuel,fuel,,,,38.9532073,-77.226491
n3277788978,Kohinoor Dhaba,,restaurant,restaurant,,,,38.847683,-77.054128
n3278390157,Espressamente Illy,,cafe,cafe,,,,38.848017,-77.051372
n3278513799,The Great American Bagel Bakery,,fast_food,fast_food,customers,,,38.8518822,-77.0413766
n3282659582,SOCCi,,restaurant,restaurant,,,,38.847825,-77.051503
n3298395464,To Go,,cafe,cafe,customers,,,38.850076,-77.041343
n3337388052,Panera Bread,,fast_food,fast_food,,,,38.8304611,-77.307451
n3340239178,Apple Federal Credit Union,,bank,bank,,,,38.830297,-77.3077815
n3340947357,Starbucks,,cafe,cafe,,,,38.829571,-77.3070326
n3346347283,Budget,,car_rental,car_rental,,,,38.7761385,-77.1790822
n3350672334,Paisano's Pizza,,restaurant,restaurant,,,,38.7835744,-77.1833797
n3355088874,FedEx,,post_office,post_office,,,,38.8727656,-77.2274596
n3358265283,Pines of Florence,,restaurant,restaurant,,,,38.8969787,-77.1068973
n3359956635,Ledo Pizza & Pub,,restaurant,restaurant,,75.0,,38.7806454,-77.232522
n3359956636,Bank of America,,bank,bank,,,,38.7805016,-77.2334851
n3359956638,Starbucks,,cafe,cafe,,,,38.779904,-77.2353632
n3359956639,Afghan Kabob Restaurant,,restaurant,restaurant,,100.0,,38.7781037,-77.2315334
n3359956640,Truist,,bank,bank,,,,38.7818007,-77.2356175
n3359958393,Burke Forest Veterinary Clinic,,veterinary,veterinary,,,,38.7812377,-77.2368569
n3366638984,The UPS Store,,post_office,post_office,,,,38.8668444,-77.2259865
n3366675813,Dominion Deli,,restaurant,restaurant,,,,38.8668771,-77.2260571
n3366718522,B-Side,"Small, intimate neighborhood bar. Associated with the Red Apron butcher shop, so the meat dishes are outstanding.",bar,bar,,,,38.8735286,-77.2307129
n3366910389,District Dumplings,,fast_food,fast_food,,,,38.8455636,-77.0681036
n3366910390,Starbucks,,cafe,cafe,,,,38.8455232,-77.0680316
n3366911494,Caring Hands Animal Hospital,,veterinary,veterinary,,,,38.8455536,-77.0675796
n3366911496,sweetFrog,,ice_cream,ice_cream,,,,38.8449461,-77.0679898
n3366942797,Taso's Restaurant,"salvadorian, greek, italian, american",restaurant,restaurant,,,,38.842983,-77.075913
n3366942798,China Cafe,chinese food,restaurant,restaurant,,,,38.842968,-77.0758516
n3369030747,Ted's Bulletin,,restaurant,restaurant,,,,38.8719203,-77.2290825
n3370664341,Endo Sushi,,restaurant,restaurant,,,,38.8848567,-77.0938266
n3372559880,Ike's,,restaurant,restaurant,,,,38.8288773,-77.3023602
n3372559886,Red Hot & Blue,,restaurant,restaurant,,,,38.8294623,-77.3073277
n3381531103,Hot Peppercorn Asian Cuisin & Bar,,restaurant,restaurant,,,,38.7814287,-77.1892842
n3381560176,Firehouse Subs,,fast_food,fast_food,,,,38.7808727,-77.1895043
n3381596528,Popeyes,,fast_food,fast_food,,,,38.7803834,-77.1897055
n3381640170,Starbucks,,cafe,cafe,,,,38.7790766,-77.1898478
n3381653668,CVS Pharmacy,,pharmacy,pharmacy,,,,38.7793192,-77.18977
n3381656156,Iceberry Frozen Yogurt,,cafe,cafe,,,,38.7795241,-77.1898128
n3392102767,Panera Bread,,fast_food,fast_food,,,,38.8037269,-77.0632633
n3395699493,Panera Bread,,fast_food,fast_food,,,,38.8955517,-77.0717206
n3396064825,Amuse,,restaurant,restaurant,,,,38.8973014,-77.0700556
n3396064826,Inca Social,,restaurant,restaurant,,,,38.893944,-77.078144
n3396064837,Potbelly,,fast_food,fast_food,,,,38.8958678,-77.0705688
n3396064838,BurgerFi,,fast_food,fast_food,,,,38.895352,-77.070304
n3396064839,AHRA Cafe & Sandwich Bar,,restaurant,restaurant,,,,38.8947583,-77.0703283
n3397462219,AllSpice Cafe & Catering,,restaurant,restaurant,,,,38.8953156,-77.0734275
n3397462222,Truist,,bank,bank,,,,38.8974478,-77.0721757
n3397462224,Smiledesigner,,dentist,dentist,,,,38.897732,-77.0721352
n3409719284,Mosby,,post_office,post_office,,,,38.8702174,-77.1683522
n3409854723,Exxon,,fuel,fuel,,,,38.877828,-77.1218457
n3412062093,Dunkin',,fast_food,fast_food,,,,38.8808562,-77.1113059
n3454990805,Barnes & Noble Cafe,,cafe,cafe,,,,38.8328782,-77.2351924
n3455660634,NOVA Police Department Office,,police,police,,,,38.833055,-77.2352195
n3455660635,Surefire Café,,restaurant,restaurant,,,,38.8343442,-77.235949
n3457156559,Main Street Shell,,fuel,fuel,,,,38.8437796,-77.2901983
n3468496000,NVCC Police Department,,police,police,,,,38.840406,-77.1144294
n3468499743,Euro Café,,cafe,cafe,,,,38.8404979,-77.1153413
n3468507895,Alexandria Campus Library,,library,library,,,,38.8403726,-77.1154915
n3480178424,Rocklands BBQ,,restaurant,restaurant,,,,38.8068658,-77.0878505
n3483215917,United Parcel Service,,post_depot,post_depot,,,,38.8011321,-77.1291143
n3484783003,Langston Blvd & N Cleveland St,,bicycle_rental,bicycle_rental,,15.0,,38.8949456,-77.0917386
n3499992803,Hunan Delight,,restaurant,restaurant,,,,38.8882368,-77.2437083
n3508893043,BP,,fuel,fuel,,,,38.8519276,-77.1328226
n3508901449,C-More Drug Store,,pharmacy,pharmacy,,,,38.8547336,-77.1383883
n3508932414,The Chicken Place,,restaurant,restaurant,,,,38.8474043,-77.1227501
n3517889362,Extreme Pizza,,fast_food,fast_food,,,,38.8601153,-77.0559967
n3517889565,Epic Smokehouse,,restaurant,restaurant,,,,38.8611354,-77.0562013
n3520104133,Fogo de Chão,,restaurant,restaurant,,,,38.95777,-77.3584107
n3534096399,Bernie's Deli,,cafe,cafe,,,,38.8371466,-77.3123532
n3539636186,Wolf Trap,,charging_station,charging_station,,,,38.936888,-77.2666273
n3581488793,CAVA,,restaurant,restaurant,,,,38.9315291,-77.178526
n3581488809,Cafe Oggi,,restaurant,restaurant,,,,38.9325834,-77.1754077
n3584164773,Red Tomato Pizzaria,,fast_food,fast_food,,,,38.9391727,-77.174482
n3584164912,Aracosia,,restaurant,restaurant,,,,38.935062,-77.1794568
n3584164917,The Union,,restaurant,restaurant,,,,38.9350119,-77.1795158
n3584164924,Parcel Plus,,post_office,post_office,,,,38.9360351,-77.1764489
n3584164925,McLean Pharmacy,,pharmacy,pharmacy,,,,38.9359593,-77.1764429
n3584164926,Masala Indian Cuisine,,restaurant,restaurant,,,,38.935871,-77.176437
n3584164957,Pikoteo,,restaurant,restaurant,,,,38.9344901,-77.1781627
n3584164962,Chesapeake Bagel Bakery,,restaurant,restaurant,,,,38.9341803,-77.1794792
n3584164972,Medicine Chest,,pharmacy,pharmacy,,,,38.9344249,-77.1800078
n3584164984,Primis Bank,,bank,bank,,,,38.934852,-77.179627
n3587803732,Grandma's Famous Cafe,,restaurant,restaurant,,,,38.7204137,-77.1243241
n3618372397,Poop Station,,waste_basket,waste_basket,,,,38.721589,-77.1187167
n3618389452,Poop Station,,waste_basket,waste_basket,,,,38.7227322,-77.1181876
n3618391842,Poop Station,,waste_basket,waste_basket,,,,38.7222946,-77.119475
n3618394537,Poop Station,,waste_basket,waste_basket,,,,38.7231944,-77.1162986
n3624159235,Good Stuff Eatery,,fast_food,fast_food,customers,,,38.8521398,-77.0413402
n3642810173,RailBird Kitchen,,restaurant,restaurant,,,,38.813871,-77.049847
n3653074800,FedEx Shipping Center,,post_office,post_office,,,,38.8421503,-77.274525
n3654956600,Sweetgreen,,fast_food,fast_food,,,,38.8801308,-77.108586
n3656882081,Lost Dog Cafe,,restaurant,restaurant,,,,38.8140091,-77.0498478
n3656896555,NOVA Patient Care,,doctors,doctors,,,,38.811078,-77.0503794
n3656896556,Braddock Dental,,dentist,dentist,,,,38.8110242,-77.0503881
n3657614798,Shanghai Peking,,restaurant,restaurant,,,,38.810379,-77.050515
n3661035925,ChargePoint,inside of parking garage,charging_station,charging_station,,2.0,,38.8143222,-77.0388667
n3664997571,Citibank,,atm,atm,,,,38.8130701,-77.0553627
n3665076562,M.E. Swing Coffee Co.,,cafe,cafe,,,,38.8208794,-77.0524996
n3668604281,Sweet Stuff,,cafe,cafe,,,,38.9525293,-77.225224
n3691025529,Naturadent,,dentist,dentist,,,,38.8663668,-77.2759571
n3709464202,Lost Dog Cafe,,restaurant,restaurant,,,,38.8790041,-77.2305546
n3709464203,Crave Frozen Yogurt,,restaurant,restaurant,,,,38.8789905,-77.2285745
n3709464204,Dunkin',,fast_food,fast_food,,,,38.8790043,-77.2283409
n3709464206,Passion Fin,,restaurant,restaurant,,,,38.8789547,-77.2292611
n3709464207,Jimmy John's,,fast_food,fast_food,,,,38.8785883,-77.2281144
n3709464208,Dickey's Barbecue Pit,,restaurant,restaurant,,,,38.878693,-77.2279905
n3709554469,Capital Women's Care,,doctors,doctors,,,,38.8683376,-77.2357175
n3714283412,28th St & S Meade St,,bicycle_rental,bicycle_rental,,15.0,,38.8462901,-77.069354
n3714297603,PNC Bank,,bank,bank,,,,38.8456665,-77.068717
n3720148777,Domino's,,fast_food,fast_food,,,,38.8103275,-77.0505269
n3720374047,Del Ray Smiles,,dentist,dentist,,,,38.8335292,-77.059213
n3720825780,Matchbox,,restaurant,restaurant,,,,38.8718758,-77.2294859
n3720825789,True Food Kitchen,,restaurant,restaurant,,,,38.8725342,-77.2300534
n3721878036,Wise Guys Pizza,,fast_food,fast_food,,,,38.89635,-77.0705842
n3725532393,Popeyes,,fast_food,fast_food,,,,38.8733544,-77.1064171
n3727798480,Chesterbrook Montessori School,,school,school,,,,38.8683283,-77.112195
n3732378171,Rus Uz,Russian and Uzbek Cuisine,restaurant,restaurant,,,,38.8825842,-77.1098525
n3732378172,Ser,,restaurant,restaurant,,,,38.8838526,-77.1169805
n3732378174,Starbucks,,cafe,cafe,,,,38.8804594,-77.114329
n3732378176,The Melting Pot,,restaurant,restaurant,,,,38.8839811,-77.1169219
n3733149339,Chase,,atm,atm,,,,38.8381684,-77.0500784
n3733779497,Bank of America,,atm,atm,,,,38.8816147,-77.1114794
n3736077738,La Coop Coffee Co.,,cafe,cafe,,,,38.8679446,-77.1170105
n3736078525,Brick's Pizza,,fast_food,fast_food,,,,38.8679189,-77.1170528
n3737297140,Ragtime,,restaurant,restaurant,,,,38.889372,-77.083474
n3739550132,Courthaus Social,,pub,pub,,,,38.890214,-77.0865029
n3741453885,Which Wich?,,fast_food,fast_food,,,,38.8798557,-77.1124779
n3741453891,North Randolph Street Entrance,,parking_entrance,parking_entrance,yes,,,38.8788686,-77.1094005
n3742107981,Ryu Izakaya,,restaurant,restaurant,,,,38.862155,-77.088005
n3743101836,South Block,,cafe,cafe,,,,38.832013,-77.059513
n3743613333,Citibank,,bank,bank,,,,38.8831538,-77.1166101
n3744737330,Outback Steakhouse,,restaurant,restaurant,,,,38.8675919,-77.1173882
n3744737332,Crystal Thai,,restaurant,restaurant,,,,38.8677403,-77.117324
n3744931230,The UPS Store,,post_office,post_office,,,,38.8909163,-77.0863657
n3748364607,Spartans,,restaurant,restaurant,,,,38.7952254,-77.2715405
n3748412679,Village Vet,,veterinary,veterinary,,,,38.7952582,-77.2716114
n3752087093,S Kenmore St & 24th St S,,bicycle_rental,bicycle_rental,,12.0,,38.8484525,-77.0849202
n3752111654,S Four Mile Run Dr & Shirlington Rd,,bicycle_rental,bicycle_rental,,12.0,,38.8443868,-77.0858927
n3756725220,Papa John's,,fast_food,fast_food,,,,38.8961259,-77.1228764
n3756777797,ChinaTown,,restaurant,restaurant,,,,38.7950828,-77.2712381
n3756777799,Pho Duong Restaurant,,restaurant,restaurant,,,,38.7951869,-77.2714498
n3756777801,"Dr. Dehyar and Associates, DMD, PC",,dentist,dentist,,,,38.7951406,-77.2713526
n3756777802,Optometrist,,doctors,doctors,,,,38.7950513,-77.2711786
n3756777803,Manna BBQ,,restaurant,restaurant,,,,38.7950447,-77.2710916
n3756777804,Margarita Grill,,restaurant,restaurant,,,,38.7950235,-77.2710304
n3756777806,Aladdin's eatery,,restaurant,restaurant,,,,38.7949711,-77.2709098
n3756777807,Burke Allergy and Asthma Center,,doctors,doctors,,,,38.7949465,-77.2708544
n3759160396,Metropolitan Pediatrics,,doctors,doctors,,,,38.8833443,-77.1051072
n3768137524,Enterprise,,car_rental,car_rental,,,,38.8780715,-77.1090599
n3773680171,South Block,,cafe,cafe,,,,38.8943704,-77.0759139
n3773680178,NovaSculpting,,clinic,clinic,,,,38.8921033,-77.0825088
n3773680179,Greenheart Juice Shop,,fast_food,fast_food,,,,38.892034,-77.0826122
n3775053966,Tupelo Honey Southern Kitchen & Bar,,restaurant,restaurant,,,,38.8923039,-77.0819678
n3775055759,Caring Dentists,,dentist,dentist,,,,38.8934482,-77.0802204
n3777180717,Westover Beer Garden,biergarten,pub,pub,,,,38.885754,-77.141094
n3784777739,Stone Hot Pizza,,fast_food,fast_food,,,,38.8406464,-77.1209056
n3793351108,Pizza Hut,,restaurant,restaurant,,,,38.8967475,-77.101737
n3795365172,Baskin-Robbins,,ice_cream,ice_cream,,,,38.8957589,-77.1039905
n3804820001,State Department Federal Credit Union,,bank,bank,,,,38.8862723,-77.0958408
n3819453366,Playful Pack,,animal_boarding,animal_boarding,,,,38.8935647,-77.0752574
n3819749757,McCormick & Schmick's,,restaurant,restaurant,,,,38.8559405,-77.0495438
n3819750057,Highline RxR,,bar,bar,,,,38.8557667,-77.0495687
n3833711411,McDonald's,,fast_food,fast_food,,,,38.8256361,-77.3149096
n3838318868,Alexandria Friends Meeting at Woodlawn,,place_of_worship,place_of_worship,,,,38.7141703,-77.1423334
n3871191446,doña bessy,,fast_food,fast_food,,,,38.8720041,-77.1018074
n3871191605,Jarochita,,fast_food,fast_food,,,,38.8721453,-77.1019237
n3871191606,China Express,,fast_food,fast_food,,,,38.872099,-77.101861
n3873681627,Andy's Pizza,,restaurant,restaurant,,,,38.8822612,-77.1058774
n3884180047,Listrani's,,restaurant,restaurant,,,,38.9344567,-77.1780055
n3884180049,Pulcinella,,restaurant,restaurant,,,,38.9357054,-77.181538
n3884180050,Cafe Levantine,,cafe,cafe,,,,38.9354383,-77.1796095
n3884180051,Santini's New York Style Deli,,restaurant,restaurant,,,,38.932442,-77.1789097
n3884180052,Sweetgreen,,fast_food,fast_food,,,,38.9331422,-77.1760328
n3884185478,Burke & Herbert Bank,,bank,bank,,,,38.9316535,-77.1747688
n3884185479,Cafe Tatti,,restaurant,restaurant,,,,38.930812,-77.173318
n3889414305,Truist,,bank,bank,,,,38.9402836,-77.1741495
n3889593613,Peking Imperial,,restaurant,restaurant,,,,38.9336639,-77.180173
n3889625523,The Pub,,bar,bar,,,,38.9336386,-77.1801364
n3889625528,El Tio Tex Mex Grill,,restaurant,restaurant,,,,38.9337484,-77.1785964
n3889625529,Mathnasium,,prep_school,prep_school,,,,38.9336995,-77.1786565
n3889701020,Ichiban Sushi,,restaurant,restaurant,,,,38.9343795,-77.1799105
n3889737726,Atlantic Union Bank,,bank,bank,,,,38.9514067,-77.3482282
n3889737729,Noodles & Company,,restaurant,restaurant,,,,38.9515239,-77.3486574
n3889737732,The UPS Store,,parcel_locker,parcel_locker,,,,38.9515916,-77.3489051
n3889743686,CVS Pharmacy,,pharmacy,pharmacy,,,,38.9520445,-77.3493715
n3889743689,Wonder Reston,,restaurant,restaurant,,,,38.9528241,-77.3492767
n3889748309,Tropical Smoothie Cafe,,fast_food,fast_food,,,,38.9527079,-77.3492136
n3889748310,Subway,,fast_food,fast_food,,,,38.9527423,-77.3512944
n3889748311,Freedom Bank,,bank,bank,,,,38.9527447,-77.350025
n3889748314,Reston Center for Dentistry,,dentist,dentist,,,,38.9526105,-77.3503547
n3889748315,Bright Horizons,,kindergarten,kindergarten,,,,38.9525122,-77.3506258
n3889748316,The Melting Pot,,restaurant,restaurant,,,,38.9533793,-77.3500907
n3889748317,Nikko Sushi & Hibachi,,restaurant,restaurant,,,,38.9533215,-77.3502322
n3894368940,Thai Curry,,restaurant,restaurant,,30.0,,38.8742554,-77.1052236
n3894368941,Ravi Kabob I,,restaurant,restaurant,,,,38.8742196,-77.1051734
n3897459201,Citibank,,bank,bank,,,,38.9312859,-77.1736959
n3897463233,Tachibana Japanese Restaurant,,restaurant,restaurant,,,,38.9323057,-77.1761576
n3897463235,Chipotle,,fast_food,fast_food,,,,38.9332308,-77.1761515
n3897476146,Pasa Thai Cuisine,,restaurant,restaurant,,,,38.9400908,-77.1759377
n3897476147,Evo Bistro,,restaurant,restaurant,,,,38.9400894,-77.1758032
n3900513815,Jon’s Joint,,restaurant,restaurant,,,,38.8733918,-77.1050486
n3900520288,Rickys,"Pub and grill. Latin, Bolivian and American Cuisine",restaurant,restaurant,,,,38.8736865,-77.1044576
n3900521066,Eastern Carryout,,fast_food,fast_food,,,,38.874395,-77.10559
n3901316425,Kim's Pho,,restaurant,restaurant,,,,38.8632674,-77.2785109
n3901348176,Robeks,,fast_food,fast_food,,,,38.9315758,-77.1746756
n3909823331,Domino's,,fast_food,fast_food,,,,38.9345185,-77.177382
n3909823332,Bank of Georgetown,,bank,bank,,,,38.9343891,-77.1772002
n3909823335,Amoo's House of Kabob,,restaurant,restaurant,,,,38.9209275,-77.1529848
n3909850568,Cafe China,,restaurant,restaurant,,,,38.9210445,-77.153206
n3909881562,Old Dominion Urgent Care,,clinic,clinic,,,,38.9212228,-77.1524355
n3909954214,Small Door Veterinary,,veterinary,veterinary,,,,38.9197498,-77.1498945
n3909967582,Call Your Mother,,fast_food,fast_food,,,,38.9201944,-77.1500955
n3909967586,Mylo's Grill,,restaurant,restaurant,,,,38.9203564,-77.1501937
n3909980264,Presidential Bank,,bank,bank,,,,38.9330408,-77.1758795
n3942387866,Darna,,restaurant,restaurant,,,,38.8840473,-77.0996057
n3943833907,Lena's Wood-fired Pizza & Tap,,restaurant,restaurant,,,,38.813402,-77.056112
n3943867821,Blue Park water fountain,,drinking_water,drinking_water,,,,38.8096645,-77.0594939
n3961962658,Founding Farmers,,restaurant,restaurant,,,,38.922719,-77.222508
n3963159297,Asahi,,restaurant,restaurant,,,,38.8896533,-77.0865304
n3969680750,Virginia Dental Care,,dentist,dentist,,,,38.8815663,-77.1074811
n3982587820,JINYA Ramen Bar,,restaurant,restaurant,,,,38.8719362,-77.2289371
n3990556278,Taco Bamba,,restaurant,restaurant,,,,38.9021847,-77.2058084
n3992834567,triton,,atm,atm,,,,38.8713756,-77.1099209
n3992871351,Harris Teeter,,pharmacy,pharmacy,,,,38.8770633,-77.1102773
n4030179966,Misson BBQ,,restaurant,restaurant,,,,38.7403182,-77.1642906
n4030179967,Hungry Joe's,,restaurant,restaurant,,,,38.740275,-77.164459
n4030179968,Rice & Spice,,restaurant,restaurant,,,,38.740022,-77.164907
n4030183937,Redbox,,vending_machine,vending_machine,,,,38.7413926,-77.1652223
n4035733163,Evening Star,,restaurant,restaurant,,,,38.824026,-77.058449
n4035733600,Rouge Catering,,restaurant,restaurant,,,,38.824184,-77.0585499
n4037562497,Redbox,,vending_machine,vending_machine,,,,38.76037,-77.1598869
n4037575234,Moe's Southwest Grill,,fast_food,fast_food,,,,38.7426006,-77.1639139
n4037579406,Summit Church,,place_of_worship,place_of_worship,,,,38.7419837,-77.2112025
n4037579407,"The Springs, A Monessori School",,school,school,,,,38.7417703,-77.211004
n4039317351,Starbucks,,cafe,cafe,,,,38.8016392,-77.0720519
n4042126689,Alexandria Health Clinic,,clinic,clinic,,,,38.821718,-77.1046297
n4042126694,Arlington Health Clinic,,clinic,clinic,,,,38.8735704,-77.0835425
n4042802688,Fairfax County Health Clinic,,clinic,clinic,,,,38.848901,-77.3162549
n4053579038,William Jeffrey's Tavern,,restaurant,restaurant,,,,38.8637481,-77.0830804
n4054977754,Woodbridge Chiropractic Clinic,,doctors,doctors,,,,38.6671488,-77.3336802
n4054977755,Hillendale Animal Hospital,,veterinary,veterinary,,,,38.6668567,-77.3337558
n4055479373,New Life Church of God in Christ,,place_of_worship,place_of_worship,,,,38.6669511,-77.3341422
n4058894289,Saigon Noodles & Grill,,restaurant,restaurant,,,,38.8936805,-77.0788137
n4082206289,Wells Fargo,,atm,atm,,,,38.8858553,-77.0961351
n4082236389,Court House Metro / 15th & N Uhle St,,bicycle_rental,bicycle_rental,,21.0,,38.8905607,-77.0848299
n4082236489,Strayer University,,university,university,,,,38.8908825,-77.0850878
n4082316439,Clarendon Farmers Market,,marketplace,marketplace,,,,38.8867779,-77.0956516
n4099839729,USPS Mailbox,,post_box,post_box,,,,38.8043661,-77.0592305
n4099839730,CVS Pharmacy,,pharmacy,pharmacy,,,,38.8041246,-77.0593692
n4099888785,South China Restaurant,,restaurant,restaurant,,,,38.8180404,-77.0573589
n4123722639,Bella Napoli Italian Restaurant,,restaurant,restaurant,,,,38.8182042,-77.0573797
n4166607878,United Bank,,bank,bank,,,,38.9387407,-77.1765687
n4200509250,Duck Donuts,,fast_food,fast_food,,,,38.8976983,-77.1395653
n4208127859,La Madeleine,,cafe,cafe,,,,38.7721986,-77.1367572
n4210132189,Burger District,,restaurant,restaurant,,,,38.891941,-77.0829139
n4210979827,Ravi Chatkhara III,,restaurant,restaurant,,,,38.8741971,-77.1051297
n4218290397,DCA Rental Car Service Center,,car_wash,car_wash,,,,38.851324,-77.0458594
n4223458255,Screwtop Wine Bar,,bar,bar,,,,38.8854493,-77.0927166
n4223459100,The Waterhouse,,cafe,cafe,,,,38.8882261,-77.0943417
n4225553180,Madison St & N Henry St,,bicycle_rental,bicycle_rental,,15.0,,38.8134815,-77.0494566
n4225581048,Springfield Cafe,,cafe,cafe,,,,38.7675193,-77.1608768
n4230108622,Mobil,,fuel,fuel,,,,38.7697661,-77.081483
n4230587982,Wendy's,,fast_food,fast_food,,,,38.8422728,-77.2751712
n4236222844,Commonwealth Ave & E Monroe Ave,,bicycle_rental,bicycle_rental,,15.0,,38.8200331,-77.0628116
n4242602432,Parker-Gray Pediatric Dental Care,,dentist,dentist,,,,38.8076028,-77.0523826
n4253064595,Peet's Coffee,,cafe,cafe,,,,38.8858804,-77.0945608
n4254698941,Sunspot café,,fast_food,fast_food,,,,38.8806135,-77.2331974
n4254698942,Drumond,,dentist,dentist,,,,38.8806352,-77.230838
n4254698943,Viet Corner,,restaurant,restaurant,,,,38.8813012,-77.231126
n4254699879,Sub stop,,restaurant,restaurant,,,,38.8781919,-77.2306462
n4254699880,Blackfinn,American pub,restaurant,restaurant,,,,38.8789893,-77.2281313
n4254699881,District Taco,,fast_food,fast_food,,,,38.8811335,-77.2315635
n4254699882,Japomen,,restaurant,restaurant,,,,38.8812699,-77.2312179
n4289117866,El Charrito Caminante,,restaurant,restaurant,,,,38.8797783,-77.090348
n4311330944,Cardinal Internal Medicine Associates,,doctors,doctors,,,,38.6764799,-77.3506113
n4313180909,Mount Vernon Ave & Four Mile Run Park,,bicycle_rental,bicycle_rental,,15.0,,38.843419,-77.0640095
